"","nct_number","recruitment","interventions","gender","study_type","city","state_name","phase","cleaned_age","state_code","location","lat","lng"
"223427","NCT02564692","Recruiting","Not available","All","Observational","Chicago","Illinois","Not available","Adult, Senior","IL","Chicago , IL","41.8781136","-87.6297982"
"223530","NCT01584440","Completed","Drug","All","Interventional","Sherman Oaks","California","Phase 2","Adult, Senior","CA","Sherman Oaks , CA","34.1489719","-118.451357"
"223556","NCT02795780","Completed","Drug","All","Interventional","Fort Myers","Florida","Phase 2","Adult, Senior","FL","Fort Myers , FL","26.640628","-81.8723084"
"223608","NCT01447719","Completed","Drug","All","Interventional","Orlando","Florida","Phase 3","Adult, Senior","FL","Orlando , FL","28.5383355","-81.3792365"
"223737","NCT02446132","Recruiting","Drug","All","Interventional","Newport Beach","California","Phase 3","Adult, Senior","CA","Newport Beach , CA","33.6188829","-117.9298493"
"223775","NCT02442765","Recruiting","Drug","All","Interventional","Denver","Colorado","Phase 3","Adult, Senior","CO","Denver , CO","39.7392358","-104.990251"
"223829","NCT02442778","Recruiting","Drug","All","Interventional","Hamden","Connecticut","Phase 3","Adult, Senior","CT","Hamden , CT","41.3838782","-72.9026064"
"223860","NCT00857415","Completed","Drug","All","Interventional","Miami Springs","Florida","Phase 3","Adult, Senior","FL","Miami Springs , FL","25.8223198","-80.289495"
"223876","NCT01703702","Completed","Drug","All","Interventional","Shreveport","Louisiana","Phase 4","Adult, Senior","LA","Shreveport , LA","32.5251516","-93.7501789"
"223915","NCT00325728","Completed","Drug","All","Interventional","Los Angeles","California","Phase 2","Adult, Senior","CA","Los Angeles , CA","34.0522342","-118.2436849"
"224034","NCT00160147","Terminated","Drug","All","Interventional","Norwalk","Connecticut","Phase 3","Adult, Senior","CT","Norwalk , CT","41.117744","-73.4081575"
"224067","NCT03001557","Recruiting","Drug","All","Interventional","San Diego","California","Phase 2","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"224201","NCT01886820","Active, not recruiting","Drug","All","Interventional","Springfield","Illinois","Phase 3","Adult, Senior","IL","Springfield , IL","39.7817213","-89.6501481"
"224233","NCT01812213","Active, not recruiting","Drug","All","Interventional","Albany","New York","Phase 2","Adult, Senior","NY","Albany , NY","42.6525793","-73.7562317"
"224324","NCT02910102","Active, not recruiting","Drug","All","Interventional","Indianapolis","Indiana","Phase 2","Adult, Senior","IN","Indianapolis , IN","39.768403","-86.158068"
"224442","NCT00056329","Unknown status","Drug","All","Interventional","Voorhees","New Jersey","Phase 3","Adult, Senior","NJ","Voorhees , NJ","39.8519447","-74.961517"
"224443","NCT02569398","Recruiting","Drug","All","Interventional","Orange","California","Phase 2","Adult, Senior","CA","Orange , CA","33.7879139","-117.8531007"
"224489","NCT02346201","Recruiting","Drug","All","Interventional","Charleston","South Carolina","Phase 3","Child, Adult, Senior","SC","Charleston , SC","32.7764749","-79.9310512"
"224550","NCT00095719","Completed","Drug","All","Interventional","Dayton","Ohio","Phase 3","Adult, Senior","OH","Dayton , OH","39.7589478","-84.1916069"
"224572","NCT02192554","Completed","Not available","All","Observational","Miami Springs","Florida","Not available","Child, Adult, Senior","FL","Miami Springs , FL","25.8223198","-80.289495"
"224588","NCT01862640","Completed","Drug","All","Interventional","Norwalk","Connecticut","Phase 3","Adult, Senior","CT","Norwalk , CT","41.117744","-73.4081575"
"224621","NCT01922258","Completed","Drug","All","Interventional","Miami","Florida","Phase 3","Adult, Senior","FL","Miami , FL","25.7616798","-80.1917902"
"224848","NCT01687153","Recruiting","Not available","All","Observational","Miami Beach","Florida","Not available","Adult, Senior","FL","Miami Beach , FL","25.790654","-80.1300455"
"224893","NCT02727699","Recruiting","Drug","All","Interventional","Rocky Mount","North Carolina","Phase 2","Adult, Senior","NC","Rocky Mount , NC","35.9382103","-77.7905339"
"224895","NCT01518374","Completed","Drug","All","Interventional","Jacksonville","Florida","Phase 2","Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"224966","NCT02008357","Recruiting","Drug","All","Interventional","Orange","California","Phase 3","Adult, Senior","CA","Orange , CA","33.7879139","-117.8531007"
"225012","NCT02488720","Active, not recruiting","Not available","All","Observational","New Haven","Connecticut","Not available","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"225177","NCT00627029","Unknown status","Behavioral","All","Interventional","Catonsville","Maryland","Not available","Child, Adult, Senior","MD","Catonsville , MD","39.2720509","-76.7319161"
"225180","NCT02720445","Recruiting","Drug","All","Interventional","Albuquerque","New Mexico","Phase 2","Adult, Senior","NM","Albuquerque , NM","35.0853336","-106.6055534"
"225217","NCT00545974","Completed","Drug","All","Interventional","Philadelphia","Pennsylvania","Phase 4","Adult, Senior","PA","Philadelphia , PA","39.9525839","-75.1652215"
"225364","NCT00329706","Completed","Procedure","All","Interventional","Salt Lake City","Utah","Not available","Adult, Senior","UT","Salt Lake City , UT","40.7607793","-111.8910474"
"225430","NCT02708186","Recruiting","Drug","All","Interventional","Ormond Beach","Florida","Phase 2","Adult, Senior","FL","Ormond Beach , FL","29.2858129","-81.0558894"
"225439","NCT02871427","Enrolling by invitation","Drug","All","Interventional","Cleveland","Ohio","Phase 2","Adult, Senior","OH","Cleveland , OH","41.49932","-81.6943605"
"225495","NCT00297414","Completed","Other","All","Observational","Hartford","Connecticut","Phase 3","Child, Adult, Senior","CT","Hartford , CT","41.7637111","-72.6850932"
"225497","NCT03325556","Recruiting","Drug","All","Interventional","Staten Island","New York","Phase 3","Adult, Senior","NY","Staten Island , NY","40.5795317","-74.1502007"
"225551","NCT00076440","Completed","Drug","Male","Interventional","Boston","Massachusetts","Phase 2","Adult, Senior","MA","Boston , MA","42.3600825","-71.0588801"
"225680","NCT00088673","Unknown status","Drug","All","Interventional","New Haven","Connecticut","Phase 3","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"225845","NCT00762411","Completed","Drug","All","Interventional","Hollywood","Florida","Phase 3","Adult, Senior","FL","Hollywood , FL","26.0112014","-80.1494901"
"225873","NCT01254448","Completed","Drug","All","Interventional","Orem","Utah","Phase 1","Adult, Senior","UT","Orem , UT","40.2968979","-111.6946475"
"225878","NCT00912288","Terminated","Drug","All","Interventional","Delray Beach","Florida","Phase 3","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"225972","NCT00937352","Terminated","Drug","All","Interventional","Carson","California","Phase 3","Adult, Senior","CA","Carson , CA","33.8316745","-118.281693"
"225985","NCT00555204","Terminated","Drug","All","Interventional","Delray Beach","Florida","Phase 2","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"226079","NCT00663936","Completed","Drug","All","Interventional","Boynton Beach","Florida","Phase 2","Adult, Senior","FL","Boynton Beach , FL","26.5317866","-80.0905465"
"226085","NCT02079909","Completed","Drug","All","Interventional","D.C.","District of Columbia","Phase 2","Adult, Senior","DC","D.C. , DC","38.9071923","-77.0368707"
"226113","NCT02565511","Recruiting","Biological","All","Interventional","Columbus","Georgia","Phase 2","Adult, Senior","GA","Columbus , GA","32.4609764","-84.9877094"
"226144","NCT00040378","Unknown status","Drug","Male","Interventional","Santa Rosa","California","Phase 3","Adult, Senior","CA","Santa Rosa , CA","38.440429","-122.7140548"
"226156","NCT01767311","Active, not recruiting","Drug","All","Interventional","San Diego","California","Phase 2","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"226290","NCT00000178","Completed","Drug","All","Interventional","Minneapolis","Minnesota","Phase 3","Child, Adult, Senior","MN","Minneapolis , MN","44.977753","-93.2650108"
"226312","NCT00053599","Completed","Drug","All","Interventional","New Haven","Connecticut","Phase 3","Adult, Senior","CT","New Haven , CT","41.308274","-72.9278835"
"226477","NCT00675623","Completed","Drug","All","Interventional","Miami","Florida","Phase 3","Adult, Senior","FL","Miami , FL","25.7616798","-80.1917902"
"226704","NCT00710684","Completed","Drug","All","Interventional","Columbus","Ohio","Phase 2","Adult, Senior","OH","Columbus , OH","39.9611755","-82.9987942"
"226769","NCT02586909","Enrolling by invitation","Drug","All","Interventional","Brooksville","Florida","Phase 3","Adult, Senior","FL","Brooksville , FL","28.5552719","-82.3878709"
"226813","NCT00722046","Completed","Biological","All","Interventional","Oakhurst","New Jersey","Phase 2","Adult, Senior","NJ","Oakhurst , NJ","40.2613515","-74.023593"
"226819","NCT02615002","Recruiting","Drug","All","Interventional","San Diego","California","Phase 2","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"226953","NCT00277810","Completed","Drug","All","Interventional","Hallandale","Florida","Phase 2","Adult, Senior","FL","Hallandale , FL","25.9812024","-80.148379"
"226957","NCT00000172","Completed","Drug","All","Interventional","Denver","Colorado","Phase 3","Child, Adult, Senior","CO","Denver , CO","39.7392358","-104.990251"
"227011","NCT00015548","Completed","Drug","All","Interventional","Tampa","Florida","Not available","Child, Adult, Senior","FL","Tampa , FL","27.950575","-82.4571776"
"227192","NCT02916056","Enrolling by invitation","Drug","All","Interventional","Delray Beach","Florida","Phase 3","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"227286","NCT01504854","Completed","Drug","All","Interventional","Chicago","Illinois","Phase 2","Adult, Senior","IL","Chicago , IL","41.8781136","-87.6297982"
"227389","NCT00842673","Completed","Drug","All","Interventional","Shreveport","Louisiana","Phase 2","Adult, Senior","LA","Shreveport , LA","32.5251516","-93.7501789"
"227428","NCT02080364","Active, not recruiting","Drug","All","Interventional","Imperial","California","Phase 3","Adult, Senior","CA","Imperial , CA","32.8475528","-115.5694391"
"227436","NCT00838110","Completed","Drug","All","Interventional","Brooksville","Florida","Phase 3","Adult, Senior","FL","Brooksville , FL","28.5552719","-82.3878709"
"227480","NCT00842816","Completed","Drug","All","Interventional","Orlando","Florida","Phase 2","Adult, Senior","FL","Orlando , FL","28.5383355","-81.3792365"
"227609","NCT00930059","Completed","Drug","All","Interventional","Plantation","Florida","Phase 2","Adult, Senior","FL","Plantation , FL","26.1275862","-80.2331036"
"227623","NCT02585934","Completed","Drug","All","Interventional","Temecula","California","Phase 3","Adult, Senior","CA","Temecula , CA","33.4936391","-117.1483648"
"227630","NCT01689233","Completed","Drug","All","Interventional","Redlands","California","Phase 3","Child, Adult, Senior","CA","Redlands , CA","34.0555693","-117.1825381"
"227648","NCT02956486","Recruiting","Drug","All","Interventional","Atlantis","Florida","Phase 3","Adult, Senior","FL","Atlantis , FL","26.5909025","-80.1008762"
"227684","NCT03036280","Recruiting","Drug","All","Interventional","Santa Ana","California","Phase 3","Adult, Senior","CA","Santa Ana , CA","33.7454725","-117.867653"
"227727","NCT01689246","Completed","Drug","All","Interventional","Jacksonville","Florida","Phase 3","Child, Adult, Senior","FL","Jacksonville , FL","30.3321838","-81.655651"
"227798","NCT00106899","Completed","Procedure","All","Observational","San Francisco","California","Not available","Adult, Senior","CA","San Francisco , CA","37.7749295","-122.4194155"
"227925","NCT00235716","Completed","Drug","All","Interventional","Charleston","South Carolina","Phase 3","Adult, Senior","SC","Charleston , SC","32.7764749","-79.9310512"
"227986","NCT00348309","Completed","Drug","All","Interventional","Denver","Colorado","Not available","Adult, Senior","CO","Denver , CO","39.7392358","-104.990251"
"228040","NCT02880956","Recruiting","Drug","All","Interventional","Delray Beach","Florida","Phase 2","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"228134","NCT02547818","Recruiting","Drug","All","Interventional","Boca Raton","Florida","Phase 3","Adult, Senior","FL","Boca Raton , FL","26.3683064","-80.1289321"
"228181","NCT00876863","Active, not recruiting","Genetic","All","Interventional","Salt Lake City","Utah","Phase 2","Adult, Senior","UT","Salt Lake City , UT","40.7607793","-111.8910474"
"228247","NCT00384423","Completed","Drug","All","Interventional","St. Petersburg","Florida","Phase 2","Adult, Senior","FL","St. Petersburg , FL","27.7518284","-82.6267345"
"228283","NCT02245737","Active, not recruiting","Drug","All","Interventional","San Francisco","California","Phase 2","Adult, Senior","CA","San Francisco , CA","37.7749295","-122.4194155"
"228410","NCT02580305","Recruiting","Drug","All","Interventional","San Diego","California","Phase 2","Adult, Senior","CA","San Diego , CA","32.715738","-117.1610838"
"228544","NCT03131453","Recruiting","Drug","All","Interventional","Honolulu","Hawaii","Phase 2","Adult, Senior","HI","Honolulu , HI","21.3069444","-157.8583333"
"228559","NCT00348140","Completed","Drug","All","Interventional","Delray Beach","Florida","Phase 3","Adult, Senior","FL","Delray Beach , FL","26.4614625","-80.0728201"
"228653","NCT00117403","Completed","Drug","All","Interventional","Portland","Oregon","Phase 1","Adult, Senior","OR","Portland , OR","45.5230622","-122.6764815"
"228773","NCT00083421","Completed","Drug","All","Interventional","Rancho Mirage","California","Phase 2","Adult, Senior","CA","Rancho Mirage , CA","33.739744","-116.41279"
"228792","NCT00004845","Completed","Drug","All","Interventional","Boca Raton","Florida","Phase 2","Adult, Senior","FL","Boca Raton , FL","26.3683064","-80.1289321"
"228839","NCT00698165","Completed","Not available","All","Observational","Fort Myers","Florida","Not available","Child, Adult, Senior","FL","Fort Myers , FL","26.640628","-81.8723084"
"228891","NCT01428362","Completed","Drug","All","Interventional","Toledo","Ohio","Phase 2","Adult, Senior","OH","Toledo , OH","41.6639383","-83.555212"
"228930","NCT00904683","Completed","Drug","All","Interventional","Creve Coeur","Missouri","Phase 3","Adult, Senior","MO","Creve Coeur , MO","38.6608855","-90.422618"
"228959","NCT00105105","Terminated","Drug","All","Interventional","Miami Beach","Florida","Phase 2","Child, Adult, Senior","FL","Miami Beach , FL","25.790654","-80.1300455"
