"nct_number","locnum","state","city","institution"
"NCT00575055",126," New York"," Albany","Neurological Associates Albany PC"
"NCT00575055",127," New York"," Albany","Neuroscience Research Center at Albany Medical Center"
"NCT00575055",128," New York"," Cedarhurst","Five Towns Neuroscience Research"
"NCT00575055",129," New York"," Elmsford","Advanced BioBehavioral Sciences"
"NCT00575055",130," New York"," Latham"," PC,Empire Neurology"
"NCT00575055",131," New York"," Liverpool","Neurological Care of CNY"
"NCT00575055",132," New York"," New Hyde Park","Parker Jewish Institute for Health Care & Rehabilitation"
"NCT00575055",133," New York"," New York","NYU School of Medicine/Psychiatry"
"NCT00575055",134," New York"," New York","Mt. Sinai School of Medicine"
"NCT00575055",135," New York"," New York","Columbia University Medical Center"
"NCT00575055",136," New York"," Orangeburg","Nathan S. Kline Institute for Psychiatric Research"
"NCT00575055",137," New York"," Rochester","University of Rochester Medical Center @ Monroe Community Hospital"
"NCT00575055",138," North Carolina"," Durham","Duke University Medical Center"
"NCT00575055",139," North Carolina"," Hickory"," Inc,Clinical Trials of America"
"NCT00575055",140," North Carolina"," Hickory","New Hope Clinical Research"
"NCT00575055",141," North Carolina"," Raleigh","Raleigh Neurology Associates"
"NCT00575055",142," North Carolina"," Winston-Salem","Wake Forest University Health Sciences"
"NCT00575055",143," Ohio"," Beachwood"," Memory and Cognition Center, Case Medical Center,University Hospitals of Cleveland"
"NCT00575055",144," Ohio"," Canton"," Inc,Neuro-Behavioral Clinical Research"
"NCT00575055",145," Ohio"," Canton"," Inc,NeuroCare Center"
"NCT00575055",146," Ohio"," Columbus","The Ohio State University"
"NCT00575055",147," Ohio"," Dayton"," Inc.,Neurology Specialists"
"NCT00575055",148," Oklahoma"," Oklahoma City","Lynn Health Science Institute"
"NCT00575055",149," Oklahoma"," Oklahoma City"," LLC,Red River Medical Research Center"
"NCT00575055",150," Oregon"," Medford","Providence Medical Group-Medford Neurology"
"NCT00575055",151," Oregon"," Portland"," LLC,Summit Research Group"
"NCT00575055",152," Oregon"," Portland"," Brain Institute, AD Center,Providence Health Service System"
"NCT00575055",153," Oregon"," Portland","Oregon Health & Sciences University"
"NCT00575055",154," Pennsylvania"," Abington","Abington Neurological Assoc"
"NCT00575055",155," Pennsylvania"," Allentown","Lehigh Valley Health Network"
"NCT00575055",156," Pennsylvania"," Jenkintown"," LLC,The Clinical Trial Center"
"NCT00575055",157," Pennsylvania"," Philadelphia","Drexel University College of Medicine"
"NCT00575055",158," Pennsylvania"," Philadelphia","Penn Memory Center"
"NCT00575055",159," Pennsylvania"," Philadelphia","Jefferson Hospital for Neuroscience"
"NCT00575055",160," Pennsylvania"," Pittsburgh"," LLC,Clinical Trials Research Services"
"NCT00575055",161," Pennsylvania"," Pittsburgh","University of Virginia"
"NCT00575055",162," Pennsylvania"," Pittsburgh","Universtiy of Pittsburgh"
"NCT00575055",163," Rhode Island"," East Providence","Rhode Island Mood and Memory Research Institute"
"NCT00575055",164," Rhode Island"," Providence","Rhode Island Hospital"
"NCT00575055",165," Rhode Island"," Providence","Butler Hospital"
"NCT00575055",166," South Carolina"," N. Charleston","Medical University of South Carolina"
"NCT00575055",167," South Dakota"," Sioux Falls","Avera Research Institute"
"NCT00575055",168," Tennessee"," Cordova"," PC,Neurology Clinic"
"NCT00575055",169," Tennessee"," Franklin"," PC,Psychiatric Consultants"
"NCT00575055",170," Tennessee"," Johnson City","East Tennessee State University"
"NCT00575055",171," Tennessee"," Knoxville","Volunteer Research Group"
"NCT00575055",172," Texas"," Dallas"," PA,Texas Neurology"
"NCT00575055",173," Texas"," Fort Worth","University of North Texas/Health Sciences Center-Fort Worth"
"NCT00575055",174," Texas"," Houston","Baylor College of Medicine"
"NCT00575055",175," Texas"," San Antonio","Innovative Clinical Trials"
"NCT00575055",176," Texas"," San Antonio"," LLC,Integra Clinical Research"
"NCT00575055",177," Utah"," Salt Lake City","Wasatch Clinical Research"
"NCT00575055",178," Utah"," Salt Lake City"," Dept. of Neurology,University of Utah"
"NCT00575055",179," Vermont"," Bennington","The Memory Clinic"
"NCT00575055",180," Vermont"," Burlington","Fletcher Allen Health Care"
"NCT00575055",181," Virginia"," Alexandria","Innovative Clinical Research Center"
"NCT00575055",182," Virginia"," Richmond"," LLC,Alliance Research Group"
"NCT00575055",183," Washington"," Seattle","University of Washington Veterans Affairs"
"NCT00575055",184," Washington"," Seattle","Pacific Medical Centers"
"NCT00575055",185," Wisconsin"," Madison","University of Wisconsin School of Medicine and Public Health"
"NCT00575055",186," Wisconsin"," Milwaukee","Medical College of Wisconsin"
"NCT00580931",1," California"," Irvine","UC Irvine School of Medicine"
"NCT00581867",1," Kansas"," Kansas City"," Hoglund Brain Imaging Center,University of Kansas Medical Center"
"NCT00582127",1," Kentucky"," Lexington"," Neurology Dept.,Sanders Brown Center for Aging"
"NCT00585572",1," Wisconsin"," Madison","University of Wisconsin Madison"
"NCT00586430",1," Arizona"," Scottsdale","Mayo Clinic"
"NCT00592943",1," Massachusetts"," Cambridge","Massachusetts General Hospital"
"NCT00593138",1," Massachusetts"," Boston","Massachusetts General Hospital"
"NCT00593372",1," Arkansas"," Little Rock","UAMS Medical Center"
"NCT00594568",1," Alabama"," Birmingham"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",2," Arizona"," Phoenix"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",3," Arizona"," Sun City"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",4," Arizona"," Tucson"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",5," California"," Fresno"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",6," California"," Lomita"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",7," California"," Orange"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",8," California"," Sacramento"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",9," California"," San Diego"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",10," California"," Santa Monica"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",11," Connecticut"," Hamden"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",12," Connecticut"," New Haven"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",13," District of Columbia"," Washington"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",14," Florida"," Brooksville"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",15," Florida"," Fort Lauderdale"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",16," Florida"," Fort Myers"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",17," Florida"," Miami"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",18," Florida"," Pompano Beach"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",19," Florida"," St Petersburg"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",20," Florida"," Sunrise"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",21," Florida"," Tampa Bay"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",22," Florida"," Tampa"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",23," Florida"," West Palm Beach"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",24," Illinois"," Chicago"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",25," Indiana"," Indianapolis"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",26," Kentucky"," Lexington"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",27," Louisiana"," Shreveport"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",28," Maryland"," Baltimore"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",29," Massachusetts"," Boston"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",30," Massachusetts"," Burlington"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",31," Massachusetts"," West Yarmouth"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",32," Missouri"," Kansas City"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",33," Missouri"," St Louis"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",34," New York"," Albany"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
"NCT00594568",35," New York"," New York"," or speak with your personal physician., EST), 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, contact 1-877-CTLILLY (1-877-285-4559,For additional information regarding investigative sites for this trial"
